Koi,0,368,277,72,scene00001.jpg,960,540
Koi,0,116,146,49,scene00001.jpg,960,540
Koi,21,0,76,94,scene00001.jpg,960,540
Koi,31,152,165,137,scene00001.jpg,960,540
Koi,58,323,44,54,scene00001.jpg,960,540
Koi,100,332,143,26,scene00001.jpg,960,540
Koi,100,261,42,65,scene00001.jpg,960,540
Koi,107,0,83,96,scene00001.jpg,960,540
Koi,132,392,41,66,scene00001.jpg,960,540
Koi,175,353,328,153,scene00001.jpg,960,540
Koi,177,65,79,58,scene00001.jpg,960,540
Koi,195,201,14,101,scene00001.jpg,960,540
Koi,235,95,131,37,scene00001.jpg,960,540
Koi,288,198,67,35,scene00001.jpg,960,540
Koi,333,112,78,44,scene00001.jpg,960,540
Koi,337,166,138,173,scene00001.jpg,960,540
Koi,354,201,46,45,scene00001.jpg,960,540
Koi,366,77,83,58,scene00001.jpg,960,540
Koi,411,5,49,52,scene00001.jpg,960,540
Koi,432,148,103,36,scene00001.jpg,960,540
Koi,432,416,30,77,scene00001.jpg,960,540
Koi,468,441,47,83,scene00001.jpg,960,540
Koi,483,379,179,93,scene00001.jpg,960,540
Koi,486,2,174,16,scene00001.jpg,960,540
Koi,493,57,95,84,scene00001.jpg,960,540
Koi,494,193,133,245,scene00001.jpg,960,540
Koi,502,50,34,59,scene00001.jpg,960,540
Koi,525,504,55,36,scene00001.jpg,960,540
Koi,528,0,63,25,scene00001.jpg,960,540
Koi,534,0,161,92,scene00001.jpg,960,540
Koi,535,464,101,76,scene00001.jpg,960,540
Koi,585,88,58,38,scene00001.jpg,960,540
Koi,624,184,263,203,scene00001.jpg,960,540
Koi,652,25,34,89,scene00001.jpg,960,540
Koi,708,0,116,47,scene00001.jpg,960,540
Koi,831,39,129,36,scene00001.jpg,960,540
Koi,853,321,67,62,scene00001.jpg,960,540
Koi,859,274,93,39,scene00001.jpg,960,540
Koi,901,399,59,58,scene00001.jpg,960,540
Koi,904,118,55,171,scene00001.jpg,960,540
Koi,16,0,86,99,scene00002.jpg,960,540
Koi,19,167,168,133,scene00002.jpg,960,540
Koi,103,0,84,99,scene00002.jpg,960,540
Koi,111,333,130,24,scene00002.jpg,960,540
Koi,171,355,322,156,scene00002.jpg,960,540
Koi,180,65,72,55,scene00002.jpg,960,540
Koi,185,212,37,103,scene00002.jpg,960,540
Koi,285,187,74,51,scene00002.jpg,960,540
Koi,335,110,78,41,scene00002.jpg,960,540
Koi,339,159,136,179,scene00002.jpg,960,540
Koi,352,199,44,43,scene00002.jpg,960,540
Koi,483,448,33,92,scene00002.jpg,960,540
Koi,492,386,172,107,scene00002.jpg,960,540
Koi,503,199,113,238,scene00002.jpg,960,540
Koi,535,0,147,93,scene00002.jpg,960,540
Koi,637,189,253,201,scene00002.jpg,960,540
Koi,718,0,105,47,scene00002.jpg,960,540
Koi,815,33,145,47,scene00002.jpg,960,540
Koi,7,175,186,130,scene00003.jpg,960,540
Koi,16,0,82,104,scene00003.jpg,960,540
Koi,97,0,82,108,scene00003.jpg,960,540
Koi,114,328,127,28,scene00003.jpg,960,540
Koi,125,398,48,62,scene00003.jpg,960,540
Koi,157,370,338,144,scene00003.jpg,960,540
Koi,180,220,43,94,scene00003.jpg,960,540
Koi,181,74,61,49,scene00003.jpg,960,540
Koi,287,188,74,55,scene00003.jpg,960,540
Koi,325,172,143,178,scene00003.jpg,960,540
Koi,335,118,84,35,scene00003.jpg,960,540
Koi,376,80,76,54,scene00003.jpg,960,540
Koi,422,0,51,50,scene00003.jpg,960,540
Koi,429,145,102,37,scene00003.jpg,960,540
Koi,435,418,32,81,scene00003.jpg,960,540
Koi,453,372,214,124,scene00003.jpg,960,540
Koi,496,56,32,60,scene00003.jpg,960,540
Koi,507,201,111,247,scene00003.jpg,960,540
Koi,528,0,153,99,scene00003.jpg,960,540
Koi,532,475,115,64,scene00003.jpg,960,540
Koi,640,191,260,204,scene00003.jpg,960,540
Koi,658,33,17,84,scene00003.jpg,960,540
Koi,720,0,104,49,scene00003.jpg,960,540
Koi,821,31,139,47,scene00003.jpg,960,540
Koi,869,273,76,47,scene00003.jpg,960,540
Koi,3,196,205,111,scene00004.jpg,960,540
Koi,15,0,74,106,scene00004.jpg,960,540
Koi,86,0,101,108,scene00004.jpg,960,540
Koi,102,284,62,53,scene00004.jpg,960,540
Koi,117,327,132,34,scene00004.jpg,960,540
Koi,139,396,362,120,scene00004.jpg,960,540
Koi,175,76,41,56,scene00004.jpg,960,540
Koi,187,218,26,104,scene00004.jpg,960,540
Koi,282,180,75,56,scene00004.jpg,960,540
Koi,331,179,135,170,scene00004.jpg,960,540
Koi,338,118,81,38,scene00004.jpg,960,540
Koi,385,85,76,53,scene00004.jpg,960,540
Koi,416,0,57,53,scene00004.jpg,960,540
Koi,460,373,220,121,scene00004.jpg,960,540
Koi,482,439,30,101,scene00004.jpg,960,540
Koi,498,216,121,222,scene00004.jpg,960,540
Koi,531,0,144,95,scene00004.jpg,960,540
Koi,653,35,34,94,scene00004.jpg,960,540
Koi,660,194,247,206,scene00004.jpg,960,540
Koi,806,34,154,46,scene00004.jpg,960,540
Koi,869,399,91,62,scene00004.jpg,960,540
Koi,13,0,93,115,scene00005.jpg,960,540
